root_id,cell_type,top_nt,side
720575940630810486,DNg98,gaba,left
720575940614642838,DNge021,acetylcholine,right
720575940616498742,DNge102,serotonin,right
720575940635549620,DNp29,acetylcholine,right
720575940636610671,DNp63,acetylcholine,left
720575940618827910,DNg11,glutamate,left
720575940621817326,DNg11,acetylcholine,right
720575940626068569,DNge087,gaba,right
720575940611622826,DNpe025,acetylcholine,left
720575940620473547,DNge098,gaba,left
720575940605009097,DNpe004,acetylcholine,right
720575940634617952,DNg57,acetylcholine,left
720575940627732423,DNg45,acetylcholine,left
720575940625963432,DNg03,acetylcholine,right
720575940615108714,DNg46,glutamate,right
720575940617990228,DNge097,glutamate,right
720575940611939290,DNg12_a,acetylcholine,right
720575940631270162,DNg30,serotonin,left
720575940622537653,DNg79,acetylcholine,left
720575940638810677,DNg12_b,acetylcholine,right
720575940628397138,DNg92_a,acetylcholine,right
720575940636933722,DNp41,acetylcholine,left
720575940627827697,DNge067,gaba,right
720575940627166851,DNp41,acetylcholine,left
720575940622486644,DNg45,acetylcholine,right
720575940620135645,DNge001,acetylcholine,left
720575940625573653,DNg11,gaba,left
720575940623706405,DNge102,glutamate,left
720575940644022551,DNpe003,acetylcholine,right
720575940626663994,DNg36_a,acetylcholine,left
720575940637870510,DNge121,acetylcholine,left
720575940616274619,DNpe026,acetylcholine,right
720575940624484796,DNge106,acetylcholine,left
720575940631695841,DNge019,acetylcholine,right
720575940629521655,DNg51,acetylcholine,left
720575940633488153,DNpe003,acetylcholine,right
720575940635212139,DNge121,acetylcholine,right
720575940624968013,DNg04,acetylcholine,right
720575940608716809,DNge133,acetylcholine,right
720575940625353736,DNg19,acetylcholine,left
720575940633727339,DNa07,acetylcholine,right
720575940639428174,DNp23,acetylcholine,right
720575940612692889,DNg63,acetylcholine,left
720575940612648106,DNg67,acetylcholine,left
720575940630382075,DNge087,gaba,left
720575940612311987,DNpe003,acetylcholine,left
720575940609589443,DNg05_a,acetylcholine,left
720575940629833020,DNge010,acetylcholine,left
720575940622040419,DNpe044,acetylcholine,left
720575940611237594,DNpe028,acetylcholine,left
720575940631632012,DNge012,acetylcholine,right
720575940624530407,DNge072,gaba,left
720575940620776880,DNb03,acetylcholine,left
720575940643837988,DNg19,acetylcholine,right
720575940625184782,DNpe026,acetylcholine,left
720575940619548799,DNpe014,acetylcholine,right
720575940629170250,DNp57,acetylcholine,right
720575940628669545,DNge082,acetylcholine,right
720575940631498563,DNa08,acetylcholine,left
720575940614014895,DNge077,acetylcholine,left
720575940606222014,DNge033,acetylcholine,right
720575940618658974,DNg89,glutamate,right
720575940623132621,DNge146,gaba,right
720575940631168057,DNg60,gaba,left
720575940627731176,DNg05_a,acetylcholine,right
720575940639553920,DNge101,gaba,right
720575940636029807,DNg72,glutamate,right
720575940620859630,DNge052,gaba,right
720575940621628582,DNg85,acetylcholine,left
720575940615578043,DNge068,glutamate,right
720575940651932150,DNge070,acetylcholine,right
720575940628225167,DNg48,acetylcholine,right
720575940628387663,DNg69,gaba,left
720575940617373268,DNge098,gaba,right
720575940645032580,DNg12_c,acetylcholine,right
720575940627210568,DNg79,acetylcholine,left
720575940605450342,DNge087,gaba,left
720575940644659236,DNge028,acetylcholine,left
720575940625345511,DNp63,acetylcholine,right
720575940632412333,DNge096,gaba,right
720575940633953434,DNp41,acetylcholine,right
720575940623274966,DNpe037,acetylcholine,left
720575940646814340,DNp57,acetylcholine,left
720575940622632084,DNge001,acetylcholine,right
720575940616026939,MDN,acetylcholine,left
720575940617792069,DNge044,acetylcholine,right
720575940640331472,MDN,acetylcholine,right
720575940627167516,DNge065,gaba,right
720575940620582260,DNp67,acetylcholine,left
720575940630106309,DNpe001,acetylcholine,left
720575940621336852,DNg42,glutamate,right
720575940614759149,DNge140,acetylcholine,left
720575940645693476,DNpe032,acetylcholine,right
720575940618156829,DNb02,glutamate,left
720575940637603038,DNge038,acetylcholine,right
720575940619678366,DNp10,acetylcholine,right
720575940630334658,DNb08,acetylcholine,left
720575940614352278,DNge004,glutamate,left
720575940635701655,DNg91,acetylcholine,left
720575940617918021,DNge131,acetylcholine,left
720575940613403890,DNp48,acetylcholine,left
720575940625815562,DNg77,acetylcholine,left
720575940626889491,DNge124,acetylcholine,right
720575940627538434,DNg79,acetylcholine,right
720575940626806046,DNpe039,acetylcholine,right
720575940615030568,DNg58,acetylcholine,right
720575940622594186,DNg91,acetylcholine,right
720575940633771745,DNg20,gaba,right
720575940620561840,DNpe001,acetylcholine,right
720575940625573322,DNae006,acetylcholine,right
720575940644740256,DNg11,glutamate,right
720575940625890888,DNge012,acetylcholine,left
720575940613589167,DNge058,acetylcholine,right
720575940613558509,DNpe055,acetylcholine,right
720575940608409355,DNpe035,acetylcholine,left
720575940613170498,DNp37,acetylcholine,right
720575940612366322,DNge045,acetylcholine,left
720575940619191966,DNge119,glutamate,right
720575940619530187,DNge100,acetylcholine,right
720575940624861072,DNp53,acetylcholine,right
720575940621392086,DNde003,acetylcholine,left
720575940633293025,DNge065,gaba,left
720575940613358450,DNbe005,acetylcholine,left
720575940630054735,DNg23,gaba,left
720575940623626986,DNg94,serotonin,left
720575940603874784,DNpe055,acetylcholine,left
720575940628441862,DNge026,glutamate,left
720575940627828552,DNg87,acetylcholine,right
720575940620823828,DNa14,acetylcholine,left
720575940612429743,DNge074,acetylcholine,left
720575940617035449,DNge074,serotonin,right
720575940632722771,DNg31,acetylcholine,left
720575940623431571,DNge008,acetylcholine,right
720575940630403031,DNge139,acetylcholine,left
720575940617952034,DNp68,acetylcholine,right
720575940607451081,DNge101,gaba,left
720575940644467360,DNge133,acetylcholine,left
720575940627997050,DNb03,acetylcholine,right
720575940634915691,DNg39,acetylcholine,right
720575940623110123,DNde003,acetylcholine,left
720575940632903737,DNp34,acetylcholine,right
720575940609719250,DNpe046,acetylcholine,right
720575940619945931,DNd04,glutamate,right
720575940633165452,DNp33,acetylcholine,right
720575940612557994,DNp39,acetylcholine,right
720575940615559892,DNpe034,acetylcholine,left
720575940654094241,DNge096,gaba,left
720575940631508598,DNge032,acetylcholine,right
720575940613590579,DNge097,glutamate,left
720575940629304702,DNge073,acetylcholine,right
720575940631545960,DNg109,acetylcholine,right
720575940624082931,DNg04,acetylcholine,left
720575940626888250,DNg94,serotonin,right
720575940619744496,DNg50,acetylcholine,left
720575940624106388,DNge019,acetylcholine,right
720575940624982823,DNbe006,acetylcholine,left
720575940630808591,DNg52,gaba,right
720575940623014695,DNpe033,gaba,right
720575940622386824,DNge019,acetylcholine,right
720575940611654570,DNge030,acetylcholine,right
720575940625641402,DNge018,acetylcholine,left
720575940621399174,DNge127,gaba,left
720575940628436282,DNge075,acetylcholine,right
720575940632632607,DNg64,gaba,left
720575940615292895,DNpe049,acetylcholine,left
720575940622237466,DNge152,glutamate,center
720575940627496829,DNp37,acetylcholine,left
720575940628577897,DNa04,acetylcholine,left
720575940625090314,DNa08,acetylcholine,right
720575940625878160,DNb01,glutamate,left
720575940631283267,DNge018,acetylcholine,right
720575940625718053,DNde003,acetylcholine,right
720575940641518733,oviDNb,acetylcholine,left
720575940640316238,DNg102,gaba,left
720575940630695798,DNge060,glutamate,left
720575940627731599,DNbe004,glutamate,left
720575940628884496,DNp03,acetylcholine,right
720575940615715003,DNg96,glutamate,right
720575940606342089,DNg78,acetylcholine,right
720575940630236988,DNp38,acetylcholine,right
720575940613347299,DNge042,acetylcholine,right
720575940624404872,DNpe007,serotonin,right
720575940627750216,DNpe031,glutamate,left
720575940604103084,DNp33,acetylcholine,left
720575940640747352,DNp14,acetylcholine,left
720575940627001637,DNge013,octopamine,left
720575940622037926,DNg41,acetylcholine,right
720575940611016910,DNb03,acetylcholine,right
720575940645258606,DNp59,gaba,left
720575940611956197,DNg78,acetylcholine,left
720575940605714878,DNge136,gaba,left
720575940627845704,DNge148,acetylcholine,right
720575940630992813,DNp36,glutamate,right
720575940622147873,DNge043,gaba,left
720575940624986300,DNge055,glutamate,right
720575940626092302,DNge082,acetylcholine,left
720575940621257340,oviDNa_b,acetylcholine,left
720575940630803727,DNge103,acetylcholine,left
720575940635552948,DNpe037,acetylcholine,right
720575940615505406,DNg23,gaba,right
720575940631959097,DNge042,acetylcholine,left
720575940611531986,DNge002,acetylcholine,left
720575940620749807,DNde001,glutamate,right
720575940622550089,DNp07,acetylcholine,right
720575940632960813,DNge056,acetylcholine,right
720575940620169607,DNg59,gaba,right
720575940636879534,DNpe013,acetylcholine,right
720575940636329579,DNg41,glutamate,left
720575940633011256,DNpe023,acetylcholine,right
720575940620760692,DNg50,acetylcholine,right
720575940634560922,DNge073,acetylcholine,left
720575940626319235,DNge064,acetylcholine,right
720575940621530117,DNge039,acetylcholine,right
720575940630480348,DNg102,gaba,right
720575940617034565,DNp07,acetylcholine,left
720575940616647483,DNp19,acetylcholine,left
720575940624986919,DNa06,acetylcholine,left
720575940620038779,DNp47,acetylcholine,right
720575940605658033,DNge125,acetylcholine,right
720575940616886301,DNp52,acetylcholine,left
720575940646443316,DNge086,gaba,left
720575940625887207,DNg95,acetylcholine,right
720575940637341668,DNpe045,acetylcholine,left
720575940626009852,DNp05,acetylcholine,right
720575940631705130,DNg111,glutamate,left
720575940616400470,DNge039,acetylcholine,left
720575940629774274,DNge144,acetylcholine,left
720575940639242303,DNpe053,acetylcholine,right
720575940630291767,DNge046,gaba,left
720575940617296029,DNge139,acetylcholine,right
720575940615092019,DNpe042,acetylcholine,left
720575940638637501,DNp102,acetylcholine,left
720575940629477675,DNge079,acetylcholine,left
720575940630689644,DNpe030,acetylcholine,left
720575940623786376,DNp24,glutamate,left
720575940632877869,DNg67,acetylcholine,right
720575940618398533,DNp54,gaba,right
720575940617245652,DNp55,acetylcholine,right
720575940613717138,DNb04,glutamate,right
720575940631483695,DNp101,acetylcholine,left
720575940623125628,DNpe020,acetylcholine,right
720575940608402524,DNbe006,acetylcholine,right
720575940635838143,DNpe052,acetylcholine,left
720575940617031385,DNg61,acetylcholine,right
720575940618314897,DNp70,acetylcholine,right
720575940629792060,DNge100,acetylcholine,left
720575940647560500,DNg61,acetylcholine,left
720575940627645514,DNp03,acetylcholine,left
720575940618514043,DNg54,acetylcholine,left
720575940612203482,DNp05,acetylcholine,left
720575940648180868,DNge057,acetylcholine,right
720575940610199781,DNp102,acetylcholine,right
720575940632962786,DNa16,acetylcholine,left
720575940615251251,DNp47,acetylcholine,left
720575940613088426,DNb07,acetylcholine,left
720575940606704562,DNpe041,gaba,right
720575940645556334,DNg81,glutamate,left
720575940634750871,DNpe031,glutamate,left
720575940633996883,DNge136,gaba,left
720575940627139530,DNae002,acetylcholine,left
720575940639425112,DNge007,acetylcholine,right
720575940629812346,DNde002,acetylcholine,left
720575940629428215,DNpe002,acetylcholine,left
720575940617552569,DNpe032,acetylcholine,left
720575940627403578,DNge057,acetylcholine,left
720575940613636325,DNpe005,acetylcholine,left
720575940632307025,DNg49,gaba,left
720575940614075363,DNge103,acetylcholine,right
720575940629586417,DNp73,acetylcholine,right
720575940628971779,DNge076,gaba,left
720575940624426680,DNp45,acetylcholine,left
720575940627847752,DNge080,acetylcholine,left
720575940621554112,DNpe031,glutamate,right
720575940620534768,DNa05,acetylcholine,left
720575940635166571,DNg60,gaba,right
720575940643487342,DNp19,acetylcholine,right
720575940629846722,DNp64,acetylcholine,right
720575940628360723,DNge049,acetylcholine,left
720575940620621190,DNg99,glutamate,left
720575940623062515,DNa05,acetylcholine,right
720575940623918121,DNge055,glutamate,left
720575940636479863,DNpe013,acetylcholine,left
720575940620322497,DNae009,acetylcholine,left
720575940616185531,DNg62,acetylcholine,right
720575940621157645,DNpe024,acetylcholine,right
720575940640723315,DNge104,gaba,right
720575940620622708,DNg76,acetylcholine,right
720575940610677828,DNge051,gaba,left
720575940616604817,DNpe023,acetylcholine,left
720575940615666655,DNge022,acetylcholine,left
720575940633178508,DNge006,acetylcholine,right
720575940624121161,DNpe027,acetylcholine,right
720575940610472146,DNp23,acetylcholine,left
720575940606425033,DNge136,gaba,right
720575940621626394,DNg102,gaba,right
720575940618663838,DNge032,acetylcholine,left
720575940615378700,DNp68,acetylcholine,left
720575940617280657,DNp45,acetylcholine,right
720575940613838289,DNge132,acetylcholine,right
720575940621804159,DNp12,acetylcholine,left
720575940627921182,oviDNa_a,acetylcholine,left
720575940609376707,DNge048,acetylcholine,right
720575940624977847,DNpe050,acetylcholine,left
720575940649829241,DNge051,gaba,right
720575940639118926,DNg24,gaba,right
720575940620625880,DNpe038,acetylcholine,left
720575940616597334,DNge063,gaba,left
720575940627790991,DNge138,octopamine,center
720575940605162924,DNpe030,acetylcholine,right
720575940614187006,DNg43,acetylcholine,right
720575940631225996,DNp22,acetylcholine,right
720575940642449909,DNge125,acetylcholine,left
720575940640486488,DNge127,gaba,right
720575940613408552,DNa13,acetylcholine,left
720575940617290043,DNg86,dopamine,left
720575940619038366,DNge083,glutamate,right
720575940626730883,DNg97,acetylcholine,left
720575940622067165,DNg59,gaba,left
720575940605725873,DNp44,acetylcholine,right
720575940653614838,DNbe002,acetylcholine,left
720575940616293855,DNp15,acetylcholine,left
720575940624459907,DNde007,glutamate,right
720575940639170723,DNde002,acetylcholine,right
720575940628345610,DNge002,acetylcholine,right
720575940623938823,DNb07,glutamate,right
720575940633170643,DNp08,glutamate,right
720575940631759663,DNa15,acetylcholine,left
720575940623637226,DNge004,glutamate,right
720575940623276168,DNp35,acetylcholine,right
720575940625182341,DNge083,glutamate,left
720575940623781127,DNp103,acetylcholine,left
720575940615798470,DNpe022,acetylcholine,left
720575940639634304,DNge022,acetylcholine,right
720575940607170178,DNge142,gaba,right
720575940612488341,DNpe045,acetylcholine,right
720575940629486075,DNg107,acetylcholine,left
720575940627826760,DNge037,acetylcholine,right
720575940639726141,DNge035,acetylcholine,right
720575940648654468,DNpe036,acetylcholine,right
720575940625489160,DNge150,octopamine,center
720575940611735514,DNa11,acetylcholine,left
720575940623122125,DNp104,acetylcholine,right
720575940632991815,DNc01,dopamine,left
720575940614236200,DNpe016,acetylcholine,right
720575940629509948,DNp25,glutamate,left
720575940627482114,DNd03,serotonin,left
720575940631499832,DNpe050,acetylcholine,right
720575940617399257,DNge048,acetylcholine,left
720575940610505006,DNp103,acetylcholine,right
720575940606633248,DNge058,acetylcholine,left
720575940644494752,DNbe007,acetylcholine,left
720575940606179686,DNpe021,acetylcholine,left
720575940623556755,DNpe016,acetylcholine,left
720575940646753412,DNb02,glutamate,right
720575940614581410,DNp59,gaba,right
720575940627787609,DNa01,acetylcholine,left
720575940626562833,DNp66,acetylcholine,left
720575940617554577,DNg12_c,acetylcholine,right
720575940639789475,DNp64,acetylcholine,left
720575940620354836,DNp14,acetylcholine,right
720575940629866283,DNpe017,acetylcholine,left
720575940630607738,DNae007,acetylcholine,left
720575940614660263,DNd03,glutamate,right
720575940620541099,DNge054,gaba,left
720575940620298772,DNge035,acetylcholine,left
720575940626328707,DNae001,acetylcholine,right
720575940630425083,DNpe006,acetylcholine,left
720575940653310198,DNbe004,glutamate,right
720575940624280066,DNg14,acetylcholine,left
720575940628858640,DNp66,acetylcholine,right
720575940627432680,DNa04,acetylcholine,right
720575940613915823,DNpe005,acetylcholine,right
720575940621031006,DNp48,acetylcholine,right
720575940616936226,DNb02,glutamate,left
720575940639152361,DNg84,acetylcholine,right
720575940647586948,DNge050,acetylcholine,right
720575940631520312,aSP22,acetylcholine,right
720575940623164685,DNge003,acetylcholine,left
720575940623925173,DNp65,gaba,left
720575940622933765,DNge137,acetylcholine,left
720575940627107721,DNge036,acetylcholine,right
720575940625047479,DNg26,serotonin,left
720575940614089726,DNg101,acetylcholine,right
720575940644542880,DNge023,acetylcholine,left
720575940611782874,DNp25,glutamate,right
720575940629502251,DNbe007,acetylcholine,right
720575940614342038,DNge047,dopamine,left
720575940623431351,DNp15,acetylcholine,right
720575940631122191,DNp43,acetylcholine,left
720575940641173632,DNp69,acetylcholine,left
720575940635355804,DNge135,gaba,left
720575940622540899,DNb02,glutamate,right
720575940629757036,DNp04,acetylcholine,right
720575940631925156,DNpe017,acetylcholine,right
720575940632472850,DNpe056,acetylcholine,right
720575940645176264,DNp24,glutamate,right
720575940623355114,DNg88,acetylcholine,right
720575940632486969,DNge036,acetylcholine,left
720575940624766700,DNpe020,acetylcholine,left
720575940616286175,DNa13,acetylcholine,left
720575940638989894,DNge026,glutamate,right
720575940628659049,DNge137,acetylcholine,right
720575940626524702,DNg71,glutamate,left
720575940622321110,DNbe002,acetylcholine,right
720575940616376287,DNg39,acetylcholine,left
720575940622195625,DNge003,acetylcholine,right
720575940628264585,DNge129,gaba,right
720575940627015196,DNg108,gaba,left
720575940618594022,DNp42,acetylcholine,left
720575940622010373,DNg55,gaba,center
720575940620918789,DNa03,acetylcholine,left
720575940608188427,DNge037,acetylcholine,left
720575940627099338,DNge062,acetylcholine,left
720575940632043576,DNg108,gaba,right
720575940634458719,DNpe056,acetylcholine,left
720575940623385894,DNde005,acetylcholine,right
720575940644166048,DNp20,acetylcholine,right
720575940655587489,DNp73,acetylcholine,left
720575940629805950,DNg35,acetylcholine,right
720575940622263066,DNge135,gaba,right
720575940631282194,DNg104,octopamine,left
720575940645352814,DNge040,glutamate,left
720575940627825923,DNg15,acetylcholine,left
720575940607761244,DNg29,acetylcholine,right
720575940619432261,DNp26,acetylcholine,left
720575940627771279,DNd02,serotonin,right
720575940622673860,DNp06,acetylcholine,left
720575940614165201,DNge028,acetylcholine,right
720575940621667693,DNg28,gaba,left
720575940621519130,DNa16,acetylcholine,right
720575940632189900,DNp31,acetylcholine,left
720575940629041879,DNb06,acetylcholine,right
720575940613339875,DNge129,gaba,left
720575940618936710,DNp58,serotonin,right
720575940631309866,DNp58,serotonin,left
720575940660220289,DNge143,gaba,left
720575940620878785,DNp65,gaba,right
720575940621319156,DNge027,acetylcholine,left
720575940626085562,DNg93,gaba,left
720575940629390123,DNp20,acetylcholine,left
720575940630758418,DNb01,glutamate,right
720575940613019541,DNg93,gaba,right
720575940617432065,DNge027,acetylcholine,right
720575940611813842,DNge050,acetylcholine,left
720575940622160560,DNg71,glutamate,right
720575940640978048,DNg100,acetylcholine,left
720575940630868281,DNae010,acetylcholine,right
720575940630119532,DNge172,acetylcholine,right
720575940621065301,DNg88,acetylcholine,left
720575940619116061,DNbe002,glutamate,right
720575940625502666,DNa13,acetylcholine,right
720575940647228468,DNg100,acetylcholine,right
720575940641148149,DNp42,acetylcholine,right
720575940630085583,DNa03,acetylcholine,right
720575940623019544,DNa11,acetylcholine,right
720575940613917359,DNge107,acetylcholine,right
720575940618574749,DNg35,acetylcholine,left
720575940632539788,DNbe001,acetylcholine,right
720575940637308605,DNb06,acetylcholine,left
720575940646160948,DNpe048,serotonin,left
720575940637607646,DNa13,acetylcholine,right
720575940617448331,DNpe048,serotonin,right
720575940620054694,DNp11,acetylcholine,left
720575940628352850,DNb05,acetylcholine,left
720575940636454136,DNae009,acetylcholine,right
720575940625295339,DNp13,acetylcholine,right
720575940629461442,DNb05,acetylcholine,right
720575940641480949,DNg16,acetylcholine,right
720575940622675421,DNp29,serotonin,left
720575940623446860,DNg30,serotonin,right
720575940617904208,DNp62,serotonin,right
720575940629413962,DNp27,serotonin,right
720575940618440000,DNp18,acetylcholine,left
720575940628731140,DNp27,serotonin,left
720575940632499757,DNp01,glutamate,right
720575940622838154,DNp01,acetylcholine,left
720575940650929273,DNp32,dopamine,left
720575940616935838,DNg10,acetylcholine,right
720575940631855663,DNg10,glutamate,right
720575940619590360,DNge115,acetylcholine,left
720575940626557442,DNge173,acetylcholine,right
720575940630221563,DNge019,acetylcholine,left
720575940608960722,DNg12_b,acetylcholine,left
720575940632698541,DNg12_b,acetylcholine,left
720575940611700520,DNg12_b,acetylcholine,left
720575940612427414,DNge020,acetylcholine,left
720575940612427670,DNg12_e,acetylcholine,left
720575940632355885,DNge020,acetylcholine,left
720575940617993607,DNg12_b,acetylcholine,left
720575940618147520,DNg12_b,acetylcholine,left
720575940618762605,DNg12_b,acetylcholine,left
720575940619133878,DNge019,acetylcholine,left
720575940619524852,DNg12_b,acetylcholine,left
720575940621181066,DNge024,acetylcholine,left
720575940628445169,DNge024,acetylcholine,left
720575940625422609,DNg12_b,acetylcholine,left
720575940626849546,DNge019,acetylcholine,left
720575940628378440,DNge021,acetylcholine,left
720575940617074393,DNg12_a,acetylcholine,left
720575940615623051,DNg12_b,acetylcholine,left
720575940632620991,DNge019,acetylcholine,left
720575940633529548,DNg74_a,gaba,left
720575940613816062,DNg106,gaba,left
720575940618818395,DNg08_b,glutamate,left
720575940631091407,DNge099,glutamate,left
720575940620231590,DNge088,glutamate,left
720575940613929391,DNg38,glutamate,left
720575940631593753,DNg08_b,glutamate,left
720575940636761926,DNg08_a,glutamate,left
720575940622332403,DNge020,acetylcholine,left
720575940631035603,DNge024,acetylcholine,left
720575940623468691,DNa10,acetylcholine,left
720575940633543531,DNg06,acetylcholine,left
720575940629806974,DNge078,acetylcholine,right
720575940634229871,DNg21,acetylcholine,left
720575940614235323,DNge029,glutamate,left
720575940620297819,DNge123,glutamate,left
720575940616471052,DNg13,acetylcholine,left
720575940630682618,DNg08_a,gaba,right
720575940628881576,DNg52,gaba,right
720575940632339425,DNg08_b,gaba,right
720575940629686339,DNpe012,acetylcholine,right
720575940618947956,DNge020,acetylcholine,left
720575940616353675,DNge009,acetylcholine,left
720575940617568697,DNge001,acetylcholine,left
720575940625733351,DNc02,dopamine,right
720575940623068841,DNde007,glutamate,left
720575940639353552,DNg06,acetylcholine,right
720575940619074836,DNg05_b,acetylcholine,left
720575940624991495,DNge172,acetylcholine,left
720575940627417619,DNg12_c,acetylcholine,right
720575940604727264,DNge020,acetylcholine,right
720575940631518582,DNg12_b,acetylcholine,right
720575940618393478,DNge020,acetylcholine,right
720575940631662648,DNge106,acetylcholine,right
720575940631108559,DNg12_b,acetylcholine,right
720575940626527055,DNg12_e,acetylcholine,right
720575940622478349,DNge024,acetylcholine,right
720575940608735241,DNg38,gaba,right
720575940645032068,DNge024,acetylcholine,right
720575940623781611,DNge105,acetylcholine,right
720575940621246068,DNg101,acetylcholine,left
720575940630244060,DNg33,acetylcholine,right
720575940612376805,DNg21,acetylcholine,right
720575940630808827,DNg68,acetylcholine,right
720575940627285267,DNge174,acetylcholine,right
720575940624319124,DNg62,acetylcholine,left
720575940606112940,DNg13,acetylcholine,right
720575940628844712,DNg44,glutamate,right
720575940627234069,DNge069,glutamate,right
720575940612206810,DNge034,glutamate,left
720575940619077755,DNge029,glutamate,right
720575940612629210,DNge088,acetylcholine,right
720575940647029044,DNg105,acetylcholine,right
720575940621801456,DNge120,acetylcholine,left
720575940621767306,DNg12_e,acetylcholine,left
720575940604470956,DNg63,acetylcholine,right
720575940609948514,DNg32,acetylcholine,right
720575940627500279,DNg12_e,acetylcholine,left
720575940605513649,DNg90,gaba,right
720575940624897516,DNg105,acetylcholine,left
720575940624967463,DNg52,gaba,left
720575940626799920,DNg106,gaba,right
720575940622760269,DNg08_b,gaba,right
720575940624748419,DNg08_a,gaba,right
720575940626936324,DNg106,gaba,right
720575940622500172,DNg74_a,gaba,right
720575940624131913,DNg08_a,gaba,right
720575940618051801,DNg08_a,glutamate,left
720575940634862943,DNge076,gaba,right
720575940622878719,DNg106,gaba,right
720575940622996579,DNg40,glutamate,right
720575940621274845,DNg08_b,glutamate,right
720575940625937340,DNg106,glutamate,right
720575940635564896,DNg08_a,glutamate,right
720575940616688286,DNg08_a,glutamate,right
720575940617035153,DNg106,glutamate,left
720575940620929483,DNg106,gaba,left
720575940630059087,DNg106,glutamate,left
720575940631543414,DNge120,acetylcholine,right
720575940621471157,DNg08_a,glutamate,right
720575940631973207,DNg08_b,glutamate,left
720575940618405686,DNge069,glutamate,left
720575940639705077,DNg106,glutamate,left
720575940623033532,DNg08_a,glutamate,left
720575940608076739,DNg08_a,glutamate,left
720575940629438508,DNg106,glutamate,right
720575940645534516,DNg95,acetylcholine,left
720575940632458514,DNg08_b,glutamate,left
720575940609417995,DNge147,acetylcholine,left
720575940615671106,DNge059,acetylcholine,left
720575940645045527,DNge174,acetylcholine,left
720575940610001220,DNge173,acetylcholine,left
720575940627812168,DNg47,acetylcholine,left
720575940637648485,DNg20,gaba,left
720575940626816062,DNg83,gaba,left
720575940628659305,DNg65,serotonin,left
720575940635179871,DNg103,gaba,left
720575940620543025,DNg34,octopamine,left
720575940623426854,DNg73,acetylcholine,left
720575940660269185,DNg106,glutamate,left
720575940625863728,DNg109,acetylcholine,left
720575940605300140,DNg26,serotonin,right
720575940626672058,DNge056,acetylcholine,left
720575940623128269,DNg37,acetylcholine,left
720575940619757366,DNg27,glutamate,left
720575940610605614,DNge119,glutamate,left
720575940612036837,DNg96,glutamate,left
720575940634459290,DNb08,acetylcholine,right
720575940625006776,DNde006,glutamate,right
720575940619877396,DNge059,acetylcholine,right
720575940631629160,DNg47,acetylcholine,right
720575940621107847,DNge131,acetylcholine,right
720575940611735002,DNg79,acetylcholine,right
720575940659356545,DNge005,serotonin,right
720575940628883535,DNge099,glutamate,right
720575940627044885,DNge141,gaba,right
720575940633781217,DNg107,acetylcholine,right
720575940628030440,DNg22,serotonin,right
720575940630274459,DNg26,serotonin,left
720575940614384757,DNg17,gaba,right
720575940624333802,DNg37,acetylcholine,right
720575940606753884,DNxl114,glutamate,right
720575940606866377,DNg103,gaba,right
